Orden,Nombre,Frecuencia,Edad Media
2125,MARIA VILLAR,455,60.5
2126,XINYI,455,9.5
2127,JASONE,454,33.4
2128,MARIA FLORES,454,53.8
2129,ORFELINA,454,71.7
2130,ANA SILVIA,453,42.7
2131,DANIELLE,453,38.2
2132,ELNA,452,5.8
2133,MARIA PAULINA,452,50.6
2134,SILVIYA,452,35.5
2135,ALINA MARIA,451,29.8
2136,ALEIDA,450,37.9
2137,SADIA,450,35.5
2138,SIGRID,450,36.8
2139,JARE,449,3.7
2140,MARICEL,449,39.8
2141,ARAN,448,6.3
2142,MARIA LUNA,448,34.6
2143,VIKTORIA,448,24.7
2144,FRANCISCA ANTONIA,447,56.7
2145,FRANCISCA CARMEN,447,56.0
2146,MARIA DESEADA,447,38.3
2147,ZALOA,447,26.6
2148,CINTHYA,446,16.9
2149,LUCRETIA,446,46.9
2150,MERIAM,446,17.4
2151,ANABELLA,445,40.1
2152,PAOLA MARIA,445,23.8
2153,MICHELE,444,44.1
2154,ROSA MARGARITA,444,51.1
2155,ROSA MARINA,444,47.9
2156,CARMEN CRISTINA,442,39.2
2157,GHITA,442,30.7
2158,LAURA PATRICIA,442,30.7
2159,TASNIM,442,5.2
2160,ESTELA CARMEN,441,13.2
2161,LILIANA MARIA,441,39.8
2162,MARIA NELLY,440,53.6
2163,MICHAELA,440,36.0
2164,ROSA ESTHER,440,48.3
2165,ROSA MERCEDES,440,49.5
2166,GENMA,439,35.1
2167,ERMELINDA,438,59.1
2168,MARIA MARTINA,438,56.4
2169,SANDRA LILIANA,438,38.6
2170,YAMILE,438,30.9
2171,GERONIMA,437,68.6
2172,AYNARA,436,7.6
2173,FAOUZIA,436,38.3
2174,MARIA BERNARDA,436,57.8
2175,NORMA BEATRIZ,436,47.9
2176,VIRA,436,49.7
2177,BLESSING,435,28.7
2178,MARIA GRANADA,435,49.1
2179,MARIA SALVADORA,435,54.3
2180,GLORIA CARMEN,434,50.4
2181,MARIA LARA,434,36.6
2182,RAKEL,434,35.1
2183,ROMUALDA,434,68.2
2184,ROSEMARY,434,48.3
2185,TANIT,434,15.2
2186,ZHANNA,434,40.5
2187,ANA GEMA,433,35.7
2188,ANI,432,25.0
2189,JOYCE,432,51.7
2190,KATHLEEN,432,60.9
2191,MAXIMILIANA,432,72.2
2192,TERESA PILAR,432,52.2
2193,ELIZAVETA,431,19.4
2194,ANA MARINA,430,36.6
2195,LAURA ELENA,430,32.8
2196,MARGARITA ISABEL,430,50.0
2197,MARIA FLORINDA,430,61.7
2198,AMPARO MARIA,429,43.8
2199,FRANCISCA PILAR,429,54.3
2200,LUCINIA,429,74.0
2201,ANTONIA CARMEN,428,56.5
2202,CATARINA,428,31.3
2203,GLORIA AMPARO,428,49.0
2204,MARIA IMMACULADA,428,49.9
2205,ROBLEDO,428,62.4
2206,ANA INES,427,38.9
2207,ANA MARIA CARMEN,427,60.8
2208,HANAA,427,16.0
2209,TARSILA,427,67.6
2210,AUDREY,426,39.2
2211,UMA,425,7.2
2212,ARGIMIRA,424,73.8
2213,LOUIZA,424,47.4
2214,MONICA BEATRIZ,424,43.8
2215,LUZ MERY,423,47.6
2216,MERY,423,41.8
2217,NAYLA,423,8.7
2218,RAJAA,423,28.7
2219,YOVANA,423,30.5
2220,ANGIE,422,12.8
2221,CLAUDIA MARCELA,422,36.6
2222,OANA,422,28.4
2223,WIDAD,422,17.0
2224,CIRIACA,421,76.9
2225,MONICA ALEXANDRA,421,34.8
2226,TERESA ISABEL,421,47.8
2227,CLAIRE,420,35.0
2228,MARIA CIELO,420,42.5
2229,MARY CARMEN,420,46.5
2230,DAIRA,419,8.8
2231,FLORA MARIA,419,49.6
2232,GLORIA ELENA,419,47.9
2233,MARIA OLIMPIA,419,57.1
2234,YOMARA,419,14.1
2235,ESTHER LIDIA,418,43.6
2236,LAURA BEATRIZ,418,36.4
2237,LILA,418,22.4
2238,EILEEN,417,45.6
2239,XANA,417,13.6
2240,JENNIFER MARIA,416,23.6
2241,MARIA GLADYS,416,50.7
2242,ANDREIA,415,30.2
2243,MARIA LUCILA,415,54.1
2244,MONICA ISABEL,415,38.4
2245,EWA,414,41.6
2246,KATRIN,414,32.1
2247,NOHA,414,7.1
2248,PIA,414,39.5
2249,ROMAISA,414,6.1
2250,ANA BEGOÑA,413,44.6
2251,ANA CONCEPCION,413,49.0
2252,JASMIN,413,20.3
2253,MARIA CANDELA,413,46.5
2254,MARIA SAMPEDRO,413,63.2
2255,MARTA CRISTINA,413,36.9
2256,TERESITA JESUS,413,54.3
2257,CHRISTIANE,412,57.2
2258,NELI,412,43.0
2259,SERGIA,412,70.5
2260,STEFANIE,412,34.0
2261,ALTEA,411,14.4
2262,LAURA PILAR,411,30.3
2263,LUZ AMPARO,411,49.2
2264,NILDA,411,48.8
2265,ASUNCION MARIA,410,45.1
2266,ELMA,410,33.8
2267,GISELE,410,29.0
2268,LETIZIA,410,15.6
2269,MANOLITA,410,67.4
2270,NINO,410,34.9
2271,ROSARIO ISABEL,409,46.5
2272,ELINA,408,36.0
2273,MARIA JUDITH,408,40.7
2274,CLAUDIA LORENA,407,34.4
2275,EZEQUIELA,407,73.8
2276,MARIA BRIGIDA,407,56.3
2277,ESTER MARIA,406,34.2
2278,GRACE,406,31.4
2279,KARINE,406,39.9
2280,LAZARA,406,64.8
2281,MARIA REMEI,405,57.1
2282,NADEZHDA,405,40.1
2283,ROCIO MARIA,405,28.2
2284,ANDREA CARMEN,404,22.9
2285,EIRE,404,6.6
2286,LLARA,404,8.7
2287,ANA ESMERALDA,403,46.5
2288,CRISTINA PILAR,403,33.2
2289,LUR,402,8.9
2290,MARIA MARAVILLAS,402,54.0
2291,MARTA LUCIA,402,37.3
2292,PETRUTA,402,38.4
2293,ROSA LUZ,402,50.5
2294,SOLANGE,402,41.1
2295,EVA BELEN,401,36.8
2296,FAYNA,401,26.0
2297,FRANÇOISE,400,60.6
2298,JOSEFA ROSA,400,57.9
2299,NICOL,400,11.4
2300,ROSANGELA,400,38.7
2301,WAFAA,400,27.9
2302,ANA MANUELA,399,51.5
2303,AURELIANA,399,69.8
2304,HERMITAS,399,70.7
2305,KHEIRA,399,43.0
2306,SILVIA CRISTINA,399,40.2
2307,AMANCIA,398,73.7
2308,ANTONIA JOSEFA,398,58.8
2309,CARMEN YOLANDA,398,45.3
2310,AOUATIF,397,31.0
2311,INMACULADA MARIA,397,38.4
2312,JIHANE,397,18.3
2313,STELUTA,397,40.8
2314,LLEDO,396,20.0
2315,MARIA BALBINA,396,60.0
2316,MARIA MERCED,395,50.6
2317,NEREA MARIA,395,17.8
2318,ALEXANDRINA,394,45.8
2319,CARMEN CECILIA,394,45.2
2320,NAJWA,394,13.1
2321,ANA KARINA,393,32.4
2322,CONSUELO MARIA,393,47.9
2323,LUCITA,393,65.2
2324,YORDANKA,393,42.1
2325,ANA CLARA,392,33.3
2326,CIARA,392,13.8
2327,ELOISA MARIA,392,42.6
2328,JENNYFER,392,21.0
2329,JOSEFA TERESA,392,61.8
2330,ROSA MAR,392,42.2
2331,VERA LUCIA,392,41.1
2332,AZAHARA MARIA,391,24.2
2333,ANA LORENA,390,31.9
2334,BALMA,390,13.4
2335,BENJAMINA,390,70.7
2336,DIKRA,390,11.1
2337,BEATRIZ EUGENIA,389,42.5
2338,ELISABETE,389,42.4
2339,MAIMOUNA,389,27.2
2340,MARIA DOMINGA,389,58.7
2341,ORENCIA,389,75.7
2342,MACRINA,388,64.9
2343,SOLEDAD MARIA,388,41.0
2344,ALSIRA,387,70.8
2345,ELISEA,387,63.7
2346,IDURRE,387,32.9
2347,LARISSA,387,28.2
2348,MARIA SALES,387,49.8
2349,TATIANA MARIA,387,28.7
2350,BERENICE,386,32.0
2351,CARMEN PATRICIA,386,36.1
2352,DANNA,386,8.1
2353,MARIA MONSERRATE,386,56.9
2354,MARIA VILLA,386,56.8
2355,NARCISA JESUS,386,45.1
2356,DOLORES PILAR,385,54.5
2357,GOIZANE,385,20.6
2358,JIE,385,30.6
2359,LIDIYA,385,50.4
2360,NIEVES ROSA,385,51.2
2361,DAISY,384,37.3
2362,INSAF,384,11.5
2363,INTZA,384,9.1
2364,MARIA RAMOS,384,67.8
2365,ANABELA,383,39.2
2366,ANICA,383,52.5
2367,ANJA,383,38.7
2368,ARWA,383,4.3
2369,CARMEN LUZ,383,46.5
2370,DEOLINDA,383,65.3
2371,LESYA,383,42.2
2372,ROSA MARY,383,48.1
2373,VICTORIA ISABEL,383,34.8
2374,AIMARA,382,14.2
2375,ERIN,381,7.4
2376,JULIET,381,31.5
2377,MARIA ETELVINA,381,59.9
2378,SAIRA,381,18.8
2379,MARIA ADRIANA,380,41.4
2380,MARIA LUCRECIA,380,51.9
2381,MARIA TANIA,380,34.4
2382,MARYEM,380,20.8
2383,ROCIO MAR,380,30.0
2384,TARA,380,23.4
2385,ALICIA CARMEN,379,41.9
2386,ANDRESA,379,75.2
2387,FRUCTUOSA,379,74.2
2388,NAJIMA,379,34.3
2389,DOMINIQUE,378,45.2
2390,GLADIS,378,42.7
2391,IOSUNE,378,31.8
2392,IULIIA,378,29.9
2393,MARIA INOCENCIA,378,57.9
2394,MARIA ELVA,377,55.1
2395,MARIA EUSEBIA,377,59.1
2396,NAIR,377,30.2
2397,XIAOYAN,377,34.2
2398,ANNIE,376,49.2
2399,BUENAVENTURA,376,71.0
2400,CLAUDIA MILENA,376,36.8
2401,ENYA,375,11.5
2402,JENIFFER,375,24.3
2403,LUCIA PILAR,375,34.6
2404,NATIVITAT,375,64.1
2405,ROSA DOLORES,375,52.4
2406,WAFA,375,24.5
2407,ZAHIA,375,43.2
2408,BEATRIZ CARMEN,374,38.6
2409,CONRADA,374,71.7
2410,DIANA ELIZABETH,374,29.3
2411,HASNAA,374,29.0
2412,CARMELINA,373,63.8
2413,DENISSE,373,17.0
2414,FORTUNATA,373,70.3
2415,GETA,373,43.4
2416,MADELEINE,373,35.2
2417,ROSA INES,373,48.9
2418,AMELIE,372,10.1
2419,ARABIA,372,25.5
2420,PATRIZIA,372,42.6
2421,YULIANA,372,20.3
2422,CRISTIANA,371,36.1
2423,SANDA,371,42.4
2424,ANA CLAUDIA,370,33.1
2425,ANASTASIIA,370,21.0
2426,ANNABEL,370,28.0
2427,CARMEN ESTHER,370,47.2
2428,MARTA LUISA,370,33.6
2429,MIRYAN,370,29.8
2430,OMAYRA,370,24.8
2431,YENNY,370,37.2
2432,ANDREEA MARIA,369,17.2
2433,BEATA,369,40.0
2434,BIANCA MARIA,369,15.6
2435,DOAA,369,6.2
2436,ESTIBALITZ,369,36.1
2437,ITSASNE,369,17.4
2438,MARIA PURA,369,65.7
2439,CORONA,368,68.3
2440,JAEL,368,22.5
2441,JOANNE,368,41.3
2442,YUSRA,368,12.2
2443,AMAIUR,367,14.0
2444,ANCUTA,367,31.7
2445,JEANNETTE,367,37.8
2446,KSENIA,367,24.9
2447,MARIA BARBARA,367,50.9
2448,MARIA ELBA,367,51.5
2449,RALUCA,367,27.7
2450,SILVESTRA,367,70.1
2451,ANGELIKA,366,48.3
2452,AFRICA MARIA,365,30.6
2453,ANGELA CARMEN,365,38.1
2454,ANTONIA DOLORES,365,57.5
2455,ATTENERI,365,18.5
2456,JOANE,365,10.4
2457,KATALIN,365,26.7
2458,MARIA LUZDIVINA,365,59.3
2459,MARIA YURENA,365,31.9
2460,CLAUDIA ALEJANDRA,364,34.4
2461,DULCENOMBRE MARIA,364,41.2
2462,DUNIA ESTHER,364,39.2
2463,FELISA MARIA,364,54.2
2464,LAMYAE,364,20.5
2465,MARIA ISAURA,364,59.1
2466,RIHAM,364,6.2
2467,NATALY,363,18.7
2468,ALODIA,362,41.8
2469,ARCADIA,362,68.8
2470,ELENA DANIELA,362,31.7
2471,MONICA CARMEN,362,38.8
2472,ROSA ANGELICA,362,42.9
2473,SASKIA,362,24.2
2474,YAEL,362,18.5
2475,BLANDINA,361,70.5
2476,DOLORES ISABEL,361,50.8
2477,ISABEL TERESA,361,49.2
2478,JONE MIREN,361,45.6
2479,LILIANA PATRICIA,361,39.8
2480,MIREN JAIONE,361,49.2
2481,SALUSTIANA,361,70.9
2482,ANNIA,360,18.6
2483,CARMEN ANGELES,360,53.0
2484,KHRYSTYNA,360,23.6
2485,NOHEMI,360,34.4
2486,OLESYA,360,33.0
2487,PERLA,360,35.9
2488,IRIS MARIA,359,25.2
2489,SONIA ISABEL,359,38.6
2490,AINHOA MARIA,358,16.0
2491,CRISTIANE,358,36.9
2492,CRUZ MARIA,358,47.1
2493,DIANA MILENA,358,34.3
2494,JANICE,358,42.7
2495,MARIA AROA,358,32.9
2496,MARIA ELOINA,357,59.9
2497,VIDALINA,357,65.6
2498,BLANCA ELENA,356,47.6
2499,HASSANA,356,33.8
2500,MARIA LUJAN,356,38.2
2501,MARIA SABINA,356,53.6
2502,YAMILETH,356,34.5
2503,INDHIRA,355,5.5
2504,LIDYA,354,26.6
2505,MARIA MARINA,354,60.3
2506,MARIA RUFINA,354,59.9
2507,ANA LIDIA,353,37.6
2508,DIANE,353,54.2
2509,ALEXIA MARIA,352,11.8
2510,BLANCA FLOR,352,54.0
2511,CINDY,352,23.0
2512,DIAMANTINA,352,65.1
2513,GILLIAN,352,57.3
2514,MARIA AZAHARA,352,27.3
2515,MARIA MARCELINA,352,60.2
2516,SILVIA BEATRIZ,352,45.9
2517,MENNANA,351,50.2
2518,OUASSIMA,351,24.8
2519,VALVANERA,351,49.0
2520,YANETH,351,37.4
2521,ALINA ELENA,350,28.1
2522,ANA ESPERANZA,350,39.7
2523,GABRIELA ALEJANDRA,350,26.6
2524,JUANI,350,48.7
2525,MARIA NANCY,350,46.8
2526,OLEGARIA,350,72.5
2527,EUNATE,349,23.6
2528,JELENA,349,38.0
2529,MARTA CARMEN,349,33.9
2530,DORLETA,348,34.1
2531,LUISA ISABEL,348,49.8
2532,MARTA TERESA,348,36.5
2533,MATILDA,348,15.2
2534,ADRIANA PATRICIA,347,37.7
2535,CALIXTA,347,70.2
2536,MARIA MISERICORDIA,347,58.3
2537,MIREN GURUTZE,347,48.9
2538,MIRTHA,347,47.0
2539,RAFAELA MARIA,347,48.3
2540,VERENA,347,40.7
2541,CLEOFE,346,66.6
2542,PETYA,346,33.8
2543,DOAE,345,7.0
2544,FREDESVINDA,345,71.4
2545,HASSNA,345,27.1
2546,ELPIDIA,344,71.9
2547,FLORES,344,54.4
2548,LUNA MARIA,344,15.8
2549,TRINIDAD MARIA,344,49.2
2550,ANA ANGELES,343,45.6
2551,CARMEN MARINA,343,39.1
2552,ESTHER GLORIA,343,47.4
2553,OUAFAA,343,31.9
2554,PAULA ISABEL,343,25.1
2555,JASMINE,342,15.2
2556,JOLANTA,342,43.0
2557,MARIA EDUARDA,342,31.2
2558,OLGA LIDIA,342,44.2
2559,PATRICIA ELIZABETH,342,42.0
2560,AYESHA,341,17.0
2561,LIDUVINA,340,61.7
2562,SUSANA ISABEL,340,41.2
2563,ALICIA ISABEL,339,41.0
2564,ANA VIRGINIA,339,38.7
2565,AYMARA,339,14.2
2566,FRANCISCA JOSEFA,339,56.4
2567,MARIA ANTIGUA,339,54.8
2568,PATRICIA ELENA,339,32.6
2569,ANGELA PATRICIA,338,34.0
2570,GUAYARMINA,338,32.8
2571,IDA,338,53.7
2572,LIUDMYLA,338,44.5
2573,XANDRA,338,28.1
2574,CHADIA,337,30.8
2575,MARIA HILDA,337,58.8
2576,ONINTZA,337,25.8
2577,ANA YOLANDA,336,44.2
2578,BERNADETTE,336,50.0
2579,FRANCISCA TERESA,336,55.3
2580,MARIA ELIDA,336,62.5
2581,REINA,336,42.2
2582,SARA CARMEN,336,27.7
2583,ANNETTE,335,50.0
2584,FIRDAOUS,335,8.2
2585,HLIMA,335,41.8
2586,LONGINA,335,71.9
2587,MARIA MINERVA,335,44.9
2588,MARINE,335,37.3
2589,MARTHA LILIANA,335,42.0
2590,PATRICIA ALEJANDRA,335,36.1
2591,SABRIN,335,6.5
2592,VIKTORIIA,335,28.1
2593,MARIA CAMPO,334,49.0
2594,MARIA ERMITAS,334,63.6
2595,ALAA,333,5.4
2596,LISBETH,333,27.8
2597,ZULMA,333,38.1
2598,INA,332,37.4
2599,ALISA,331,18.7
2600,BEATRIU,331,42.8
2601,CARMEN AMELIA,331,49.3
2602,CARMEN JOSEFA,331,59.8
2603,JORGINA,331,40.2
2604,KEYLA,331,10.8
2605,MARIA AUGUSTA,331,50.4
2606,MARIA DORINDA,331,66.7
2607,MARIA ZORAIDA,331,43.5
2608,MARJORIE,331,42.8
2609,ATANASIA,330,73.6
2610,BETTINA,330,42.5
2611,ELENA VICTORIA,330,34.6
2612,KATHARINA,330,41.8
2613,MIREN MAITE,330,51.7
2614,ROSA EMILIA,330,51.2
2615,SANDRA CRISTINA,330,35.2
2616,SOFIYA,330,24.5
2617,CASTORA,329,72.0
2618,LUBNA,329,22.4
2619,MARIA ALFONSA,329,59.8
2620,MARIA MAGNOLIA,329,45.1
2621,MIREN AMAIA,329,48.8
2622,OLGA BEATRIZ,329,44.9
2623,ZHOUR,329,35.0
2624,ZUZANA,329,33.7
2625,ELENA PILAR,328,39.9
2626,EVA PILAR,328,37.3
2627,MACARIA,328,72.9
2628,MARIA LUCINDA,328,58.5
2629,NURIA ISABEL,328,37.8
2630,ROSALIA MARIA,328,50.7
2631,ROSEMARIE,328,58.9
2632,YENNIFER,328,23.9
2633,ELIXABET,327,31.3
2634,FIORELLA,327,21.9
2635,MARIA FERMINA,327,58.1
2636,ARACELI MARIA,326,37.4
2637,BERNABELA,326,64.9
2638,LAURA VICTORIA,326,27.3
2639,NATALI,326,20.6
2640,TINGTING,326,21.6
2641,UBALDINA,326,68.6
2642,ANNA ISABEL,325,34.5
2643,CRISTETA,325,73.8
2644,DIANA ISABEL,325,29.3
2645,FLORENCE,325,43.2
2646,IOANA MARIA,325,26.3
2647,JULIA CARMEN,325,48.6
2648,PAULA CARMEN,325,22.0
2649,RANYA,325,6.4
2650,ANGELA ISABEL,324,39.0
2651,BETSABE,324,32.0
2652,ISABEL ROCIO,324,32.6
2653,MARIA FELICIANA,324,55.3
2654,ANDREA ISABEL,323,23.0
2655,MARIA JIMENA,323,30.8
2656,MERCEDES CARMEN,323,50.8
2657,NATALIA ANDREA,323,27.2
2658,REMIGIA,323,71.0
2659,ALMUDENA MARIA,322,29.7
2660,INMA,322,32.6
2661,IRENE CARMEN,322,29.5
2662,MARIA NELA,322,47.9
2663,TEREZA,322,38.6
2664,BIRGIT,321,52.9
2665,ISABEL VICTORIA,321,45.0
2666,MANUELA CARMEN,321,54.2
2667,ROSA ANGELES,321,51.9
2668,ROSSANA,321,37.0
2669,SONJA,321,46.5
2670,JOSEFA ANGELES,320,58.1
2671,LAURA SOFIA,320,13.4
2672,MARGARITA CARMEN,320,51.7
2673,MEGAN,320,12.4
2674,RUPERTA,320,72.8
2675,SYLVIE,320,46.2
2676,LAURA ESTHER,319,35.9
2677,MARIA QUERALT,319,44.8
2678,ZOYA,319,43.7
2679,AMANDA MARIA,318,24.9
2680,ILARGI,318,9.1
2681,MARIA BENIGNA,318,61.6
2682,MARIYANA,318,40.9
2683,PATRICIA PILAR,318,34.7
2684,VERONICA CARMEN,318,33.5
2685,WISAL,318,7.1
2686,YI,318,23.2
2687,CARMEN LOURDES,317,45.0
2688,EDUVIGES,317,70.8
2689,MARIA AINHOA,317,33.5
2690,MIKAELA,317,27.7
2691,ROZALIA,317,47.8
2692,ALIDA,316,48.1
2693,EUKENE,316,22.6
2694,RABIAA,316,40.7
2695,ANA CATALINA,315,39.7
2696,GLORIA ESPERANZA,315,47.5
2697,HUERTAS,315,64.1
2698,JOSEFA FRANCISCA,315,61.1
2699,LUIZA,315,35.1
2700,MARIA PAOLA,315,34.6
2701,ROSA EVA,315,45.0
2702,YESSENIA,315,15.7
2703,DAIANA,314,13.3
2704,MARIA VALVANERA,314,51.5
2705,NUBIA,314,43.0
2706,TAIS,314,24.4
2707,TIFFANY,314,15.3
2708,LEIA,313,8.8
2709,MARISELA,313,39.9
2710,NASSIMA,313,23.6
2711,NAZARIA,313,70.2
2712,NIKOLE,313,10.7
2713,SERVANDA,313,69.4
2714,VIVIANE,313,39.4
2715,ANIANA,312,66.9
2716,DELMIRA,312,68.2
2717,GEORGIA,312,32.9
2718,JUANA PILAR,312,57.7
2719,MARIA CASILDA,312,59.8
2720,MARIA PERPETUO SOCORRO,312,61.7
2721,MARIA TATIANA,312,36.6
2722,MARTHA ELENA,312,47.8
2723,ADAMA,311,22.3
2724,CELERINA,311,74.7
2725,CLAUDIA ELENA,311,32.3
2726,CORALIA,311,52.0
2727,OUAFA,311,31.6
2728,RAJA,311,27.0
2729,ALOÑA,310,34.0
2730,ELISABEL,310,35.6
2731,JINGJING,310,23.4
2732,KHADY,310,29.1
2733,RAMONA MARIA,310,46.4
2734,ALANA,309,14.8
2735,ANA MARIA PILAR,309,58.4
2736,ENEIDA,309,33.3
2737,JANINE,309,38.2
2738,ROSITSA,309,41.4
2739,ANISA,308,25.2
2740,MARIA CONSTANZA,308,42.4
2741,PATRICIA ALEXANDRA,308,31.0
2742,ROSE,308,42.5
2743,ROXANA MARIA,308,24.4
2744,SANDRA LORENA,308,34.8
2745,ANXELA,307,19.4
2746,MARIA GUILLERMINA,307,56.1
2747,MATILDE MARIA,307,50.3
2748,PLACERES,307,71.0
2749,YVETTE,307,38.6
2750,FAITH,306,29.5
2751,GIULIANA,306,27.5
2752,MARIA DAVINIA,306,31.5
2753,MARIA DULCE NOMBRE,306,52.3
2754,MONICA ELIZABETH,306,38.4
2755,VALERIYA,306,26.8
2756,CRISPINA,305,70.6
2757,ELZBIETA,305,45.9
2758,GAIA,305,11.3
2759,MARIA CLEMENTINA,305,60.3
2760,MARIA JOSEPA,305,58.3
2761,MARTA SUSANA,305,50.3
2762,AURITA,304,69.4
2763,ELLEN,304,48.0
2764,HAMIDA,304,35.8
2765,LUCIE,304,30.6
2766,EMILIYA,303,41.2
2767,MARIA HUMILDAD,303,63.7
2768,SIERRA,303,66.3
2769,BINTOU,302,22.6
2770,ELKE,302,54.9
2771,GONZALA,302,72.6
2772,LOUISE,302,42.3
2773,MIRIAM CARMEN,302,29.6
2774,MIROSLAVA,302,33.9
2775,NOELA,302,20.3
2776,ROCIO BELEN,302,26.6
2777,ANA INMACULADA,301,38.5
2778,CLAUDIA ISABEL,301,27.6
2779,EXPECTACION,301,70.5
2780,RUBIELA,301,52.0
2781,EUTIMIA,300,75.3
2782,EUTIQUIA,300,77.3
2783,GEANINA,300,30.7
2784,KEIRA,300,5.5
2785,LIDON,300,38.3
2786,MARIA MARCELA,300,47.0
2787,MARIEL,300,23.6
2788,MIREN JASONE,300,49.2
2789,NOHAILA,300,8.7
2790,ROSA AURORA,300,52.3
2791,ZAHARA,300,22.1
2792,ANGELA CRUZ,299,18.0
2793,ELLA,299,23.2
2794,IZIAR,299,18.1
2795,GURUTZE,298,41.0
2796,LUJAN,298,13.5
2797,NIURKA,298,34.3
2798,AINIZE,297,19.4
2799,ALICIA ESTHER,297,47.4
2800,CARMEN CONCEPCION,297,55.6
2801,GEMA ISABEL,297,35.3
2802,JESICA MARIA,297,28.4
2803,SELINA,297,31.5
2804,URSULA MARIA,297,40.4
2805,XIAOMEI,297,39.8
2806,ANA ELVIRA,296,45.4
2807,ESTERA,296,29.4
2808,FACUNDA,296,71.8
2809,FRIDA,296,19.7
2810,KATTALIN,296,10.8
2811,LAURA DANIELA,296,21.1
2812,MARIA ALICE,296,51.3
2813,MERCEDES PILAR,296,51.8
2814,MIREN GOTZONE,296,50.4
2815,ROSA VICTORIA,296,49.6
2816,VALME,296,38.3
2817,DIANA ALEXANDRA,295,24.0
2818,INDALECIA,295,71.2
2819,KRASIMIRA,295,39.2
2820,NOELIA CARMEN,295,30.1
2821,SABRINE,295,11.8
2822,CLARIBEL,294,41.3
2823,DOROTA,294,39.3
2824,IHSSAN,294,26.6
2825,LORENA CARMEN,294,27.7
2826,MARIA GUIA,294,47.3
2827,SILVIA CARMEN,294,40.7
2828,HODA,293,14.3
2829,KAMILA,293,22.3
2830,NIHAL,293,10.5
2831,ROSITA,293,58.6
2832,VICTORIA CARMEN,293,40.0
2833,ALICIA BEATRIZ,292,47.7
2834,ANA ELIZABETH,292,34.4
2835,ANA PAOLA,292,27.3
2836,ANZHELA,292,38.8
2837,DONATA,292,68.5
2838,DUMITRA,292,48.5
2839,ISAMAR,292,19.9
2840,MARAM,292,4.8
2841,MARIA CORONADA,292,44.8
2842,ODETTE,292,48.9
2843,SOUKAYNA,292,17.5
2844,ISABEL CLARA,291,45.2
2845,JIHAN,291,11.9
2846,JULIA ROSA,291,55.8
2847,MARCELA ALEJANDRA,291,41.6
2848,MARIA DORA,291,61.2
2849,MARIA OLATZ,291,50.4
2850,NADEJDA,291,41.7
2851,TANJA,291,37.1
2852,TIZIANA,291,30.7
2853,ALEXA,290,10.6
2854,ANA MATILDE,290,48.6
2855,ANDREA ESTEFANIA,290,20.3
2856,ANELIYA,290,38.0
2857,ARGIÑE,290,30.6
2858,CARMEN ELISA,290,46.9
2859,CARMEN LIDIA,290,43.9
2860,CASSANDRA,290,20.7
2861,CONCHI,290,49.8
2862,FATUMATA,290,13.0
2863,GHIZLAN,290,20.6
2864,IRIA MARIA,290,25.4
2865,JANETTE,290,31.4
2866,JOCELYN,290,33.9
2867,MARIA CARMO,290,51.0
2868,MARIA ZULEMA,290,46.7
2869,OLGA PATRICIA,290,42.8
2870,SOAD,290,37.1
2871,SONIA CARMEN,290,39.5
2872,SORAYA MARIA,290,31.3
2873,ALBA MARINA,289,31.9
2874,CARLOTTA,289,12.1
2875,KATARINA,289,33.4
2876,MARGARET ANN,289,67.4
2877,MARIA DESIRE,289,30.7
2878,ANA VERONICA,288,34.6
2879,SUHAILA,288,7.4
2880,WEI,288,34.8
2881,ELIZABETH MARIA,287,34.1
2882,NAYA,287,6.7
2883,DRIFA,286,45.7
2884,LIN,286,26.9
2885,MARIA JUSTINA,286,58.7
2886,TORIBIA,286,72.6
2887,ELIZA,285,30.5
2888,JIAYI,285,9.6
2889,JULIETTE,285,18.7
2890,MARIA BENEDICTA,285,60.0
2891,NADIA MARIA,285,25.2
2892,NEIVA,285,20.1
2893,OHIANE,285,21.4
2894,POLONIA,285,68.9
2895,SILVIA ELENA,285,41.6
2896,WARDA,285,17.1
2897,ANA REYES,284,44.2
2898,ARA,284,13.9
2899,CORO,284,49.7
2900,ERNESTA,284,63.5
2901,HILDA MARIA,284,49.1
2902,KATJA,284,37.4
2903,LLUM,284,12.1
2904,LYDIA MARIA,284,31.5
2905,MONICA PILAR,284,39.5
2906,SONIA ESTHER,284,40.3
2907,ALBA CARMEN,283,15.8
2908,ALBA LUZ,283,43.3
2909,ISABEL ANA,283,50.4
2910,MAGDALENA MARIA,283,41.7
2911,VERONIQUE,283,45.3
2912,CRISTINA BEATRIZ,282,37.1
2913,MARIA SHEILA,282,32.6
2914,MIREN IDOIA,282,48.7
2915,ONELIA,282,62.4
2916,RITA CARMEN,282,39.3
2917,VERONICA ALEXANDRA,282,30.0
2918,ARACELY,281,37.5
2919,IVONE,281,38.5
2920,LAURA ALEJANDRA,281,23.2
2921,LUZ ANGELA,281,38.6
2922,MARIA ERNESTINA,281,58.4
2923,OIANE,281,27.7
2924,ALAINE,280,15.9
2925,ANA RUTH,280,37.7
2926,BEATRIZ ISABEL,280,37.7
2927,BINTA,280,24.0
2928,MAYRA ALEXANDRA,280,26.8
2929,REGINA MARIA,280,43.7
2930,AITANA MARIA,279,11.3
2931,ANA JOAQUINA,279,56.7
2932,ANUTA,279,43.1
2933,EVGENIYA,279,35.7
2934,ISABEL ANTONIA,279,55.3
