Orden,Nombre,Frecuencia,Edad Media
12894,AHLALIA,41,52.4
12895,AICHATOU,41,19.9
12896,AINARA PINO,41,7.4
12897,ALBA ESTHER,41,29.7
12898,ALBA MERY,41,48.3
12899,ALEENA,41,9.3
12900,ALEJANDRA MARGARITA,41,33.1
12901,ALESSANDRA MARIA,41,23.2
12902,ALICE MARIA,41,34.2
12903,ALINA IULIANA,41,29.5
12904,ALYA,41,23.6
12905,AMADINA,41,74.1
12906,AMALIA BEATRIZ,41,43.6
12907,AMPARO LUCIA,41,49.3
12908,ANA BRIGIDA,41,51.1
12909,ANA DILIA,41,46.1
12910,ANA MARIA ALEXANDRA,41,14.9
12911,ANA ROXANA,41,29.8
12912,ANA SABINA,41,33.9
12913,ANAYARA,41,11.6
12914,ANCUTA ELENA,41,28.2
12915,ANDREA PINO,41,16.8
12916,ANDREEA STEFANIA,41,15.9
12917,ANEL,41,22.5
12918,ANGELICA ISABEL,41,36.8
12919,ANGIE KATHERINE,41,19.8
12920,ANN CHRISTINE,41,61.1
12921,ANNA ELIZABETH,41,33.4
12922,ANNA LAURA,41,21.5
12923,ANNA LOUISE,41,35.1
12924,ARIADNA PINO,41,13.2
12925,ARIS,41,14.9
12926,ASUNCION ROSARIO,41,55.0
12927,AURELIJA,41,32.7
12928,AURORA CONCEPCION,41,57.4
12929,AURORA MERCEDES,41,53.6
12930,BARBARA CARIDAD,41,38.8
12931,BECKY,41,33.4
12932,BEILEI,41,31.5
12933,BETTY ELIZABETH,41,40.3
12934,BLANCA INMACULADA,41,34.8
12935,BRENDA ANN,41,68.3
12936,BRIGITTE MARIA,41,55.7
12937,CARMEN ESMERALDA,41,40.8
12938,CAROLINA LUISA,41,34.3
12939,CATALINA ANDREA,41,24.8
12940,CATHERINE JANE,41,48.0
12941,CATHY,41,35.9
12942,CECILIA TERESA,41,42.7
12943,CELIA ELENA,41,44.1
12944,CHADA,41,5.3
12945,CHUNFEN,41,41.7
12946,CIPRIANA MARIA,41,61.8
12947,CLARA ESPERANZA,41,38.1
12948,CONCEPCION LUCIA,41,55.5
12949,COSMINA ELENA,41,25.3
12950,CRISOSTOMA,41,71.7
12951,CRISTINA ASUNCION,41,36.7
12952,CRISTINA ELISA,41,35.8
12953,CRISTINA JOSEFA,41,46.5
12954,CRISTINA PALOMA,41,35.9
12955,DANIELA ROXANA,41,28.7
12956,DARYNA,41,16.9
12957,DEBORAH LOUISE,41,46.0
12958,DEBRA ANN,41,52.2
12959,DELCY,41,42.5
12960,DIANA NICOLETA,41,21.3
12961,DIMITRICHKA,41,42.5
12962,DIVINA MARIA,41,47.8
12963,DOLORES LOURDES,41,48.3
12964,DOLORES PATRICIA,41,42.3
12965,EBTISAM,41,15.4
12966,EDENIA,41,32.6
12967,ELENA AMPARO,41,47.4
12968,ELIANA CARMEN,41,48.2
12969,ELISA FRANCISCA,41,62.3
12970,ELLIE,41,11.6
12971,ELMA MARIA,41,40.3
12972,EMILIJA,41,21.0
12973,ERESVITA,41,75.0
12974,ERIKA ROCIO,41,27.8
12975,ESMERALDA CARMEN,41,29.1
12976,ESTRELA,41,27.1
12977,EVA IRENE,41,34.6
12978,EVA LORENA,41,28.5
12979,FATIMA BELEN,41,28.5
12980,FATOU BINTOU,41,24.0
12981,FAUZIA,41,36.5
12982,FLORENTINA NICOLETA,41,26.6
12983,FRANCISCA ARACELI,41,51.1
12984,FRANCISCA RAMONA,41,55.3
12985,FREDA,41,61.8
12986,GABRIELA NICOLETA,41,26.8
12987,GAVINA,41,57.3
12988,GEORGIANA NICOLETA,41,22.3
12989,GERTRUDIS MARIA,41,45.9
12990,GINESTA,41,24.1
12991,GLAUCIA,41,37.4
12992,GLORIA LOURDES,41,51.5
12993,HANNA MARIA,41,38.0
12994,HELVIA,41,23.1
12995,HILDA CARMEN,41,56.7
12996,IEVGENIIA,41,39.1
12997,IHARA,41,9.2
12998,INES ANGELES,41,44.2
12999,INOCENCIA MARIA,41,55.2
13000,IONELA SIMONA,41,30.1
13001,IRINEA,41,28.6
13002,IZANA,41,16.7
13003,JENNIFER LOUISE,41,36.9
13004,JENNIFER MARIE,41,34.3
13005,JESSICA PINO,41,30.6
13006,JIANLING,41,37.3
13007,JIMENA CARMEN,41,27.0
13008,JINANE,41,10.3
13009,JOSEFA ARACELI,41,58.9
13010,JOSIE,41,42.1
13011,JUANA CONSUELO,41,63.8
13012,JULIA MARTA,41,42.9
13013,JULIA MONTSERRAT,41,46.3
13014,JUSTYNA ANNA,41,30.3
13015,KAREN ADRIANA,41,22.0
13016,KARINA BEATRIZ,41,34.1
13017,KEISY,41,11.2
13018,KIMERA,41,13.9
13019,LADISLA,41,73.1
13020,LADISLADA,41,75.0
13021,LAURA KARINA,41,31.0
13022,LIDIA INES,41,44.1
13023,LIJIE,41,33.8
13024,LIMIN,41,35.4
13025,LINE,41,37.4
13026,LORENA MERCEDES,41,31.7
13027,LORENA VERONICA,41,36.1
13028,LUDOVINA,41,63.2
13029,LUZ DELIA,41,44.5
13030,MADALINA IOANA,41,21.0
13031,MAGDALENA ISABEL,41,47.1
13032,MAGNA,41,40.9
13033,MAIMONA,41,50.8
13034,MANUELA LUCIA,41,51.4
13035,MARBELIS,41,34.2
13036,MARGARITA BELEN,41,41.4
13037,MARGARITA PINO,41,47.4
13038,MARIA ALHARILLA,41,28.0
13039,MARIA ASUNTA,41,53.0
13040,MARIA BUENVIAJE,41,51.6
13041,MARIA DELIRIO,41,61.4
13042,MARIA DOLORES JOSEFA,41,67.2
13043,MARIA EMELINA,41,54.6
13044,MARIA ESNEDA,41,56.6
13045,MARIA FEDERICA,41,41.0
13046,MARIA GUAYARMINA,41,34.5
13047,MARIA LIDA,41,49.2
13048,MARIA LUISA FERNANDA,41,62.2
13049,MARIA RONDA,41,39.4
13050,MARIA VIOLANTE,41,56.8
13051,MARIA YOBANA,41,38.4
13052,MARIANA ROXANA,41,28.6
13053,MARIE ANGE,41,51.0
13054,MARJAN,41,43.6
13055,MARTA JUANA,41,45.7
13056,MARTHA JANETH,41,40.6
13057,MARY ELLEN,41,56.5
13058,MATILDE ANGELES,41,53.5
13059,MAUDILIA,41,73.5
13060,MAYA MARIA,41,13.5
13061,MAYRA CRISTINA,41,32.2
13062,MAYRA PATRICIA,41,30.3
13063,MAYRA ROCIO,41,33.5
13064,MEIYAN,41,35.1
13065,MELIBEA,41,25.7
13066,MERCEDES ELISA,41,51.7
13067,MERCEDES ESTHER,41,52.1
13068,MERCEDES INMACULADA,41,46.9
13069,MERCEDES JOSEFINA,41,50.5
13070,MICHELLE LOUISE,41,41.0
13071,MIHAELA MADALINA,41,25.2
13072,MILADY,41,43.9
13073,MYRIAM PATRICIA,41,37.8
13074,NADJIA,41,44.7
13075,NAHARA,41,9.9
13076,NANCY MARIBEL,41,37.6
13077,NANCY ROSARIO,41,48.9
13078,NARIMANE,41,13.6
13079,NOELIA ANGELES,41,30.1
13080,NOELIA LUCIA,41,19.4
13081,NOELIA VICTORIA,41,23.8
13082,NORMA RAQUEL,41,43.1
13083,NURIA ALEJANDRA,41,15.5
13084,NURIS,41,44.8
13085,OLGA CAROLINA,41,39.3
13086,PARASCOVIA,41,46.0
13087,PATRICIA MAGDALENA,41,36.3
13088,PATRICIA SILVIA,41,42.2
13089,PATRICIA VANESSA,41,31.9
13090,PAULA PINO,41,18.5
13091,PILAR MARINA,41,47.0
13092,PINO DOLORES,41,49.5
13093,RAFAELLA,41,22.3
13094,REKHA,41,35.2
13095,RHITA,41,31.2
13096,RHODA,41,38.9
13097,ROCIO CAROLINA,41,29.6
13098,ROCIO ESTHER,41,37.3
13099,ROCIO GEMA,41,34.6
13100,ROMINA VANESA,41,32.1
13101,ROSA BELLA,41,49.9
13102,ROSA CANDELARIA,41,50.8
13103,ROSA PAZ,41,50.1
13104,ROUDAINA,41,6.9
13105,ROXANA PATRICIA,41,34.8
13106,RUTH CECILIA,41,43.9
13107,RUTH MARGARITA,41,39.4
13108,SAHIDA,41,33.4
13109,SALAMA,41,31.5
13110,SAMANTHA MARIA,41,25.8
13111,SAMIYA,41,20.2
13112,SANDRA FABIOLA,41,34.4
13113,SAORI,41,15.0
13114,SARAN,41,18.4
13115,SAULA,41,49.2
13116,SAUSAN,41,23.8
13117,SHAOFEN,41,41.0
13118,SHARON LOUISE,41,44.3
13119,SHIRLEY PATRICIA,41,34.1
13120,SIHAN,41,20.9
13121,SILVIA ANGELICA,41,43.3
13122,SIMONA ALINA,41,31.2
13123,SIMONA ANDREEA,41,23.5
13124,SIMONA IONELA,41,31.0
13125,SIOBHAN,41,37.3
13126,SMARANDA,41,49.8
13127,SONIA ALICIA,41,45.3
13128,SONIA LOURDES,41,39.7
13129,SONIA NOEMI,41,38.8
13130,SORNE,41,50.0
13131,SOURIA,41,35.5
13132,SUPING,41,42.2
13133,SUSANA ALEJANDRA,41,38.1
13134,SUSANA EVA,41,42.9
13135,SUSANA MONICA,41,46.5
13136,SVENJA,41,30.7
13137,TAIRA,41,21.0
13138,TERESA EMILIA,41,53.0
13139,TERESA LEONOR,41,53.7
13140,TERESA MARY,41,58.4
13141,TRACEY JANE,41,48.5
13142,TRIANA ROCIO,41,11.5
13143,TRINIDAD ANGELES,41,55.6
13144,VALENTINA ALEJANDRA,41,13.7
13145,VANESA ALEJANDRA,41,29.6
13146,VERONICA SOFIA,41,23.3
13147,VERONICA VANESA,41,34.2
13148,VIANNEY,41,25.8
13149,VICENTA ANGELES,41,61.7
13150,VITALIJA,41,36.7
13151,XIMENA ANDREA,41,32.5
13152,XIUFANG,41,42.0
13153,YAILEN,41,26.1
13154,YAMILEI,41,4.4
13155,YEIMY,41,27.3
13156,YENNY ALEXANDRA,41,32.9
13157,YIJING,41,19.0
13158,YUKA,41,34.4
13159,YUMA,41,18.8
13160,ZEYNEP,41,29.8
13161,ZHENYA,41,37.4
13162,AALIYAH,40,7.2
13163,ADELA DOLORES,40,58.2
13164,ADRIANA ELISABETH,40,26.1
13165,ADRIANA FLORENTINA,40,27.4
13166,AGUEDA ISABEL,40,47.9
13167,ALEJANDRA VERONICA,40,35.5
13168,ALEXANDRA ALINA,40,21.1
13169,ALEXANDRA BEATRIZ,40,24.1
13170,ALEXANDRA PAULA,40,20.7
13171,ALEXANDRA SOFIA,40,22.2
13172,ALICIA FRANCISCA,40,49.8
13173,ALISHBA,40,9.5
13174,AMANECER,40,26.4
13175,ANA HERMINIA,40,49.8
13176,ANA MAITE,40,39.7
13177,ANA MARLENE,40,38.0
13178,ANA SIMONA,40,34.0
13179,ANATALIA,40,55.2
13180,ANDREA CARLA,40,28.6
13181,ANDREEA MARIANA,40,22.5
13182,ANGELA ANA,40,41.5
13183,ANGELA SUSANA,40,43.6
13184,ANGELA VIVIANA,40,31.0
13185,ANGIE MELISSA,40,18.9
13186,ANISLEY,40,30.4
13187,ANNUNZIATA,40,52.5
13188,ANTONIA CRUZ,40,57.1
13189,ANTONIA ELVIRA,40,56.6
13190,ASHLEY MICHELLE,40,7.6
13191,AURORA CRISTINA,40,42.6
13192,BACHIRA,40,41.9
13193,BARBARA ROSA,40,47.9
13194,BAYA,40,42.6
13195,BERTINA,40,63.0
13196,BETHANIA,40,31.9
13197,BLANCA GLORIA,40,52.9
13198,BO,40,35.4
13199,BRANKA,40,49.7
13200,CAHORA,40,24.1
13201,CAIPING,40,40.4
13202,CAIYUN,40,36.8
13203,CAMILA ALEXANDRA,40,13.0
13204,CARLA ADRIANA,40,22.5
13205,CARLA VALERIA,40,22.2
13206,CARMEN AMANDA,40,37.2
13207,CARMEN JULIANA,40,56.6
13208,CARMEN LILIA,40,46.9
13209,CARMEN MARTINA,40,42.2
13210,CARMEN SALUD,40,41.5
13211,CAROLINA CONCEPCION,40,35.2
13212,CATALINA MIHAELA,40,26.8
13213,CENAIDA,40,51.5
13214,CENEIDA,40,49.8
13215,CHAKIRA,40,17.1
13216,CLARA CRISTINA,40,34.7
13217,CLARA ROSARIO,40,45.4
13218,CONCEPCION GLORIA,40,58.4
13219,CRISTINA STEFANIA,40,23.5
13220,CRUCES,40,66.5
13221,DALCY,40,40.6
13222,DANIELA PILAR,40,22.1
13223,DELIA MARGARITA,40,49.6
13224,DIANA MARICELA,40,29.6
13225,DIANA STEFANIA,40,14.3
13226,ELENA ELIZABETH,40,37.5
13227,ELENA JOSEFA,40,57.4
13228,ELENA MIRABELA,40,26.0
13229,ELIA CARMEN,40,41.6
13230,ELINE,40,24.6
13231,ELSA ELIZABETH,40,39.0
13232,EMELITA,40,51.7
13233,EMIGDIA,40,62.2
13234,EMILIA JESUS,40,55.7
13235,EMMA LUISA,40,38.9
13236,ENGUIA,40,34.0
13237,ERMITA,40,68.3
13238,ESTHER GLADYS,40,45.5
13239,EVELYN JOHANNA,40,26.5
13240,EVITA,40,27.8
13241,FANIA,40,32.6
13242,FATIMA ESTHER,40,36.6
13243,FRANCISCA MATILDE,40,59.4
13244,FRANÇOISE MARIE,40,59.9
13245,GABIJA,40,13.0
13246,GABRIELA SIMONA,40,32.1
13247,GIORGINA,40,24.2
13248,GISSEL,40,20.7
13249,HAIHONG,40,39.0
13250,HELEN JANE,40,44.5
13251,HUIFANG,40,40.6
13252,HUILING,40,30.5
13253,ILMA,40,46.0
13254,ILUMINACION,40,78.2
13255,INES JOSEFA,40,59.8
13256,IRINA GABRIELA,40,23.0
13257,IRMA CARMEN,40,49.9
13258,ISABEL ARACELI,40,56.4
13259,ISAMARA,40,18.8
13260,ISIDORA MARIA,40,52.2
13261,IVANIA,40,28.5
13262,JANDIRA,40,39.2
13263,JASLEEN,40,8.0
13264,JENNIFER PATRICIA,40,29.5
13265,JESSICA MARCELA,40,25.4
13266,JHENNY,40,26.7
13267,JIANQIN,40,40.9
13268,JOSEFA FERNANDA,40,60.6
13269,JOSEFINA MERCEDES,40,58.7
13270,JUDIT CARMEN,40,25.0
13271,JULIA ELISA,40,54.4
13272,JULIANNA,40,35.4
13273,KAREN MARGARET,40,51.0
13274,KARISHMA,40,28.3
13275,KATI,40,37.0
13276,LAURA ELISABETH,40,26.9
13277,LAURA EVA,40,33.3
13278,LAURA GEORGIANA,40,23.3
13279,LAURA JUDITH,40,32.8
13280,LAURA SILVIA,40,39.9
13281,LEENA,40,39.3
13282,LIDIA ANGELES,40,46.6
13283,LIOUBOV,40,53.8
13284,LOAIRA,40,9.8
13285,LORENA MARGARITA,40,33.6
13286,LUARA,40,16.6
13287,LUZ FANNY,40,49.3
13288,LUZ TERESA,40,52.4
13289,MADAI,40,18.1
13290,MAITEDER,40,36.2
13291,MALGORZATA EWA,40,39.2
13292,MALICA,40,48.2
13293,MALINKA,40,44.3
13294,MANUELA INES,40,56.1
13295,MARCELLE,40,60.4
13296,MARGARITA PATRICIA,40,43.1
13297,MARGARITA SOFIA,40,49.4
13298,MARIA ARIANA,40,26.5
13299,MARIA BETSABE,40,39.2
13300,MARIA BETTY,40,52.4
13301,MARIA CLARET,40,40.7
13302,MARIA ERCILIA,40,47.8
13303,MARIA EXALTACION,40,61.8
13304,MARIA FALGAS,40,58.6
13305,MARIA HERLINDA,40,51.5
13306,MARIA IDALINA,40,52.8
13307,MARIA JAVIERA,40,63.1
13308,MARIA LEGARDA,40,55.8
13309,MARIA ODILA,40,62.7
13310,MARIA PILAR CONCEPCION,40,63.2
13311,MARIA PILAR FRANCISCA,40,65.2
13312,MARIA PILAR MARGARITA,40,63.7
13313,MARIA SAGRADO CORAZON,40,56.6
13314,MARIA ZULMA,40,44.3
13315,MARIANA MADALINA,40,27.0
13316,MARIANNY,40,16.9
13317,MARIE JOSEE,40,58.3
13318,MARIELA JESUS,40,50.5
13319,MARIELY,40,25.8
13320,MARTA ALMUDENA,40,30.1
13321,MARTHA ROSARIO,40,46.8
13322,MARY JEAN,40,49.5
13323,MARYLUZ,40,37.9
13324,MAYRA CAROLINA,40,28.8
13325,MAYRA GABRIELA,40,24.5
13326,MEGUMI,40,37.9
13327,MERCEDES PATRICIA,40,42.1
13328,MIHAELA RODICA,40,35.6
13329,MIREN BIOTZA,40,49.1
13330,MIRIAN GRACIELA,40,38.3
13331,MIRIAN MERCEDES,40,39.0
13332,MIRIAN PATRICIA,40,38.9
13333,MYRIAM BEATRIZ,40,45.6
13334,NASTIA,40,13.6
13335,NAVIA,40,8.8
13336,NAYDA,40,33.9
13337,NICOLASA MARIA,40,61.6
13338,NICUTA,40,43.7
13339,NIDIA ESTHER,40,46.5
13340,NIEVES LAURA,40,36.6
13341,NIEVES MILAGROS,40,50.8
13342,NOELIA ROSA,40,36.1
13343,NORMA ESTELA,40,44.9
13344,NOSHEEN,40,27.0
13345,NUBE,40,11.3
13346,NURIA CONCEPCION,40,42.8
13347,NURIA MARGARITA,40,43.4
13348,OLGA DOLORES,40,52.5
13349,OLGA SOFIA,40,38.4
13350,ORREAGA,40,30.6
13351,OUMKELTOUM,40,44.8
13352,PATRICIA ROSA,40,38.8
13353,PAULA NICOLE,40,12.5
13354,PAULINE ELIZABETH,40,65.2
13355,PILAR INMACULADA,40,42.9
13356,QINGHUA,40,38.6
13357,RACHEL ANN,40,38.6
13358,RAIHANA,40,9.5
13359,RAMANDEEP KAUR,40,24.6
13360,RAQUEL MARINA,40,38.9
13361,REEM,40,23.2
13362,RENA,40,43.6
13363,RITA JESUS,40,43.9
13364,ROSA IDALIA,40,40.4
13365,ROSA PALOMA,40,44.6
13366,ROSA SANDRA,40,39.4
13367,ROSINA MARIA,40,51.3
13368,ROSY,40,38.6
13369,ROUMAISSA,40,9.4
13370,ROXANA BEATRIZ,40,41.1
13371,SALAS,40,18.5
13372,SALMA MARIA,40,11.2
13373,SALY,40,17.8
13374,SANDRA ANNE,40,59.4
13375,SARA ELISABET,40,23.8
13376,SARA LAURA,40,25.4
13377,SARA MILAGROS,40,29.5
13378,SATENIK,40,33.2
13379,SATOU,40,31.5
13380,SHAOHUA,40,46.2
13381,SIEGLINDE,40,65.7
13382,SILVANA BEATRIZ,40,41.4
13383,SILVIA MARLENE,40,36.3
13384,SILVIA VANESSA,40,30.8
13385,SILVINA ALEJANDRA,40,40.9
13386,SILVINA MARIA,40,46.3
13387,SIMONA CLAUDIA,40,35.3
13388,SIMONA FLORENTINA,40,29.2
13389,SOFIA MAGDALENA,40,30.9
13390,SOFIA NATALIA,40,19.6
13391,SOLEDAD ANGELES,40,47.7
13392,STELICA,40,48.6
13393,SUMERA,40,31.1
13394,SUSANA LOURDES,40,44.4
13395,TANIA PILAR,40,30.5
13396,TEODOLINDA,40,57.9
13397,TERESA CONSUELO,40,56.2
13398,TINKA,40,42.9
13399,TRIANA CARMEN,40,10.3
13400,TRIFONIA,40,47.0
13401,TSONKA,40,47.9
13402,VERONICA VICTORIA,40,30.9
13403,VIRGEN,40,50.0
13404,WEIQIN,40,34.9
13405,YARELIS,40,20.5
13406,YELIZAVETA,40,31.3
13407,YESENIA ELIZABETH,40,30.6
13408,YUEYING,40,45.9
13409,ZHU,40,34.3
13410,ZOE MARIA,40,14.4
13411,ABENAURA,39,19.5
13412,ADELA ROSA,39,55.1
13413,ADERITA,39,70.9
13414,ADINA GABRIELA,39,25.0
13415,AINHOA ELIZABETH,39,6.2
13416,AINHOA NEREA,39,11.2
13417,AIYU,39,45.1
13418,AKIRA,39,13.8
13419,ALEXANDRA ROXANA,39,20.7
13420,ALICIA MAGDALENA,39,47.8
13421,ALOHA,39,24.6
13422,ALVA,39,18.7
13423,AMALIA VICTORIA,39,43.3
13424,AMELIA DOLORES,39,57.5
13425,AMELIA TERESA,39,56.2
13426,AMELIA VICTORIA,39,52.3
13427,AMPARO CONSUELO,39,55.2
13428,AMPARO JOSE,39,46.3
13429,ANA ADRIANA,39,32.3
13430,ANA ALINA,39,30.1
13431,ANA AUXILIADORA,39,29.0
13432,ANDREA CONCEPCION,39,45.7
13433,ANDREA MARIANA,39,28.7
13434,ANDREA VIRGINIA,39,26.7
13435,ANELIS,39,23.4
13436,ANGELA BELEN,39,33.1
13437,ANGELA JANE,39,50.1
13438,ANGELA VERONICA,39,37.3
13439,ANGELES BELEN,39,37.7
13440,ANNA AGNIESZKA,39,36.1
13441,ANNE CATHERINE,39,47.3
13442,ANTONIA SOFIA,39,44.4
13443,ANUNCIADA,39,65.7
13444,AOUATEF,39,32.9
13445,ASSMAA,39,27.0
13446,AUDRONE,39,46.1
13447,AYCHA,39,33.9
13448,BARBARA BEATRIZ,39,31.8
13449,BEATA ANNA,39,40.7
13450,BEATRIZ AURORA,39,40.3
13451,BERNICE,39,38.5
13452,BIRGITTA,39,64.2
13453,BOGUSLAWA,39,47.5
13454,BONAVENTURA,39,74.4
13455,BRENDA MARY,39,71.7
13456,CANDELA CARMEN,39,10.8
13457,CARINA ANDREA,39,38.6
13458,CARMEN ENRIQUETA,39,61.3
13459,CARMEN FERNANDA,39,46.1
13460,CARMEN GADOR,39,29.9
13461,CARMEN JOAQUINA,39,55.1
13462,CATHAYSA PINO,39,23.5
13463,CECILIA ELENA,39,40.4
13464,CECILIA ROCIO,39,33.4
13465,CELIA MARINA,39,45.9
13466,CELIA ROCIO,39,23.0
13467,CHARLOTTE MARIE,39,22.6
13468,CHENG,39,25.1
13469,CHOMICHA,39,42.2
13470,CLAUDIA IRENE,39,28.7
13471,CLAUDIA KARINA,39,35.9
13472,CLAUDIA MANUELA,39,24.8
13473,CLAUDIA SOLEDAD,39,31.1
13474,CLEMENTINE,39,28.5
13475,COLOMBINA,39,66.3
13476,CONSUELO MERCEDES,39,57.1
13477,DAFNE MARIA,39,18.8
13478,DALJIT,39,37.9
13479,DANIELA ALINA,39,33.0
13480,DANKA,39,41.7
13481,DAVINA,39,38.0
13482,DELIA BEATRIZ,39,44.6
13483,DELIA GABRIELA,39,16.4
13484,DENNISE,39,19.6
13485,DOLORES ASCENSION,39,54.4
13486,DOLORES RAMONA,39,62.9
13487,EDERNE,39,25.6
13488,ELENA IRENE,39,30.9
13489,ELISABETH CARMEN,39,31.3
13490,ELIZABETH VICTORIA,39,29.1
13491,ELUNEY,39,6.4
13492,EMBARKA,39,43.3
13493,ENCARNA MARIA,39,25.7
13494,ENDURANCE,39,26.6
13495,ERIKA MARCELA,39,28.6
13496,ERIKA MICHELLE,39,16.6
13497,ESOHE,39,29.9
13498,ESPERANZA ANGELES,39,50.6
13499,ESPERANZA DOLORES,39,50.4
13500,ESTEFANIA ALEJANDRA,39,22.7
13501,ESTELA MARINA,39,36.1
13502,ESTHER INMACULADA,39,39.9
13503,EURIDICE,39,30.0
13504,EVA ALEJANDRA,39,25.1
13505,EVA ALICIA,39,37.3
13506,EVA ASUNCION,39,40.2
13507,EVA CECILIA,39,37.5
13508,EVA JULIA,39,39.1
13509,EVA VERONICA,39,34.5
13510,EVELYN PATRICIA,39,32.1
13511,EWA ANNA,39,40.9
13512,FELLA,39,36.2
13513,FERNANDA CRISTINA,39,32.1
13514,FIZA,39,13.7
13515,FLORENTINA ALINA,39,30.8
13516,GALATEA,39,11.2
13517,GEORGIANA ROXANA,39,24.7
13518,GIOVANNA MARIA,39,34.7
13519,GITA,39,38.4
13520,GLADYS ROSA,39,54.0
13521,GLENDA MARIA,39,38.2
13522,GLORIA ALEXANDRA,39,34.1
13523,GLORIA MARCELA,39,39.8
13524,GLORIA YANETH,39,43.3
13525,GRACIELA MABEL,39,53.5
13526,GRACIELLA,39,42.7
13527,GURUZNE,39,36.2
13528,HADDOUM,39,45.0
13529,HAIDE,39,31.4
13530,HAMNA,39,6.7
13531,HEIDI MARIA,39,38.8
13532,HILDA MARGARITA,39,53.2
13533,HIROKO,39,49.6
13534,HUMAIRA,39,29.1
13535,IGNASIA,39,71.5
13536,INES MARINA,39,35.6
13537,INMACULADA BEATRIZ,39,42.6
13538,IOAR,39,19.7
13539,ISABEL LORENA,39,31.0
13540,ISABEL PURIFICACION,39,52.7
13541,ISHTAR,39,16.6
13542,IVANILDA,39,39.6
13543,IZASKUM,39,29.3
13544,JANETH ELIZABETH,39,38.4
13545,JANETH PATRICIA,39,40.5
13546,JAQUELINA,39,37.1
13547,JENNIE,39,51.1
13548,JENNY MERCEDES,39,38.9
13549,JOHANA CAROLINA,39,25.7
13550,JUANA LUZ,39,53.8
13551,JULIA ANN,39,55.6
13552,JULIA ASUNCION,39,50.4
13553,JULIA EMILIA,39,52.5
13554,JULIA NATIVIDAD,39,53.3
13555,KAILA,39,7.4
13556,KANEEZ,39,46.6
13557,KARINA VANESSA,39,29.7
13558,KARINA VERONICA,39,39.0
13559,KATHERINE LISBETH,39,19.5
13560,KAUSAR,39,41.5
13561,KULDEEP,39,36.8
13562,LASTENIA,39,55.6
13563,LAURA ANN,39,33.2
13564,LAURA ELISABET,39,29.4
13565,LAURA MABEL,39,35.5
13566,LAURA MILAGROS,39,38.2
13567,LAURA NICOLETA,39,24.0
13568,LAURA YOLANDA,39,39.7
13569,LEIDY MARCELA,39,24.2
13570,LEILANI,39,25.3
13571,LILIANA ALEXANDRA,39,30.0
13572,LILIANA CAROLINA,39,31.1
13573,LOANA,39,22.4
13574,LOREDANA MARIANA,39,29.1
13575,LORELAY,39,18.3
13576,LORENA LUCIA,39,27.0
13577,LUCIA ADRIANA,39,22.8
13578,LUCIA PAULA,39,26.4
13579,LUISA YOLANDA,39,47.4
13580,LUMINITA MARIA,39,34.3
13581,LUZ AMELIA,39,46.0
13582,LUZ ENID,39,48.0
13583,LUZ MABEL,39,33.3
13584,LUZ PILAR,39,47.3
13585,MADALINA NICOLETA,39,22.4
13586,MAMMAT,39,63.7
13587,MANE,39,16.6
13588,MANUELA MARGARITA,39,53.4
13589,MANUELA VICENTA,39,65.2
13590,MARGARET JOAN,39,71.9
13591,MARGARITA MAGDALENA,39,50.6
13592,MARGARITA RAQUEL,39,49.8
13593,MARIA CARMEN NIEVES,39,62.6
13594,MARIA CATHERINE,39,39.3
13595,MARIA CENELIA,39,53.4
13596,MARIA EUCARIS,39,53.2
13597,MARIA GORETTY,39,36.0
13598,MARIA KORO,39,54.7
13599,MARIA LEIDA,39,53.4
13600,MARIA LIDUVINA,39,56.1
13601,MARIA LIRIO,39,51.1
13602,MARIA ORO,39,46.1
13603,MARIA PILAR MERCEDES,39,65.6
13604,MARIA SCHEREZADE,39,31.1
13605,MARIA TRANCITO,39,45.3
13606,MARIA URRATEGUI,39,56.9
13607,MARIANA ADRIANA,39,30.4
13608,MARIANA FLORENTINA,39,32.6
13609,MARIANA TERESA,39,49.7
13610,MARIBEL CARMEN,39,38.2
13611,MARINA ALICIA,39,45.0
13612,MARINA NIEVES,39,46.7
13613,MARINA RAQUEL,39,42.9
13614,MARITXELL,39,32.7
13615,MARIUXI ALEXANDRA,39,31.1
13616,MARLEY,39,24.7
13617,MARTA LETICIA,39,36.5
13618,MARY ELENA,39,36.7
13619,MASSIRA,39,37.2
13620,MAYRA FERNANDA,39,26.2
13621,MAYRA VERONICA,39,31.2
13622,MELANNY,39,9.5
13623,MIA VALENTINA,39,2.7
13624,MICHELLE CAROLINA,39,19.2
13625,MILVIA,39,44.4
13626,MIMA,39,37.6
13627,MINATA,39,24.2
13628,MIRELA NICOLETA,39,30.9
13629,MIRIAM YOLANDA,39,39.4
13630,MONICA ESTER,39,36.9
13631,MONIKA AGNIESZKA,39,35.9
13632,NAHA,39,29.1
13633,NEFER,39,31.3
13634,NICOLETA CLAUDIA,39,31.6
13635,NOELIA PATRICIA,39,27.8
13636,NOEMI PILAR,39,29.8
13637,NOOR FATIMA,39,4.8
13638,NORA ALICIA,39,53.6
13639,NORMA MERCEDES,39,46.9
13640,NURIA VICTORIA,39,36.2
13641,OANA DANIELA,39,27.8
13642,PALOMA BEATRIZ,39,33.1
13643,PAOLA SOLEDAD,39,29.1
13644,PATRICIA ANTONIA,39,39.3
13645,PATRICIA ESPERANZA,39,34.5
